"Gene_name" "chromosome" "start" "end" "biotype" "band"
"FARSA" "19" 13033293 13044851 "protein_coding" "19:p13.2"
"CALR" "19" 13049392 13055303 "protein_coding" "19:p13.2"
"RAD23A" "19" 13056669 13064456 "protein_coding" "19:p13.2"
"GADD45GIP1" "19" 13064972 13068050 "protein_coding" "19:p13.2"
"DAND5" "19" 13075973 13085567 "protein_coding" "19:p13.2"
"NFIX" "19" 13106422 13209610 "protein_coding" "19:p13.2"
"LYL1" "19" 13209847 13213975 "protein_coding" "19:p13.2"
"TRMT1" "19" 13215716 13228381 "protein_coding" "19:p13.2"
"NACC1" "19" 13228917 13251955 "protein_coding" "19:p13.2"
"STX10" "19" 13254872 13261197 "protein_coding" "19:p13.2"
"IER2" "19" 13261229 13265722 "protein_coding" "19:p13.2"
"CACNA1A" "19" 13317256 13734804 "protein_coding" "19:p13.2"
"CCDC130" "19" 13842574 13874110 "protein_coding" "19:p13.2"
"MRI1" "19" 13875346 13885096 "protein_coding" "19:p13.2"
"C19orf53" "19" 13884982 13889276 "protein_coding" "19:p13.2"
"AC008686.1" "19" 13890884 13900972 "protein_coding" "19:p13.2"
"ZSWIM4" "19" 13906274 13943044 "protein_coding" "19:p13.13"
"NANOS3" "19" 13972877 13991571 "protein_coding" "19:p13.13"
"C19orf57" "19" 13993161 14017265 "protein_coding" "19:p13.13"
"CC2D1A" "19" 14017014 14041692 "protein_coding" "19:p13.12"
"PODNL1" "19" 14042000 14064204 "protein_coding" "19:p13.12"
"DCAF15" "19" 14063304 14072254 "protein_coding" "19:p13.12"
"RFX1" "19" 14072350 14117851 "protein_coding" "19:p13.12"
"RLN3" "19" 14138960 14141854 "protein_coding" "19:p13.12"
"IL27RA" "19" 14142560 14163743 "protein_coding" "19:p13.12"
"PALM3" "19" 14164177 14169971 "protein_coding" "19:p13.12"
"hsa-mir-1199" "19" 14183348 14185874 "protein_coding" "19:p13.12"
"C19orf67" "19" 14192431 14196687 "protein_coding" "19:p13.12"
"SAMD1" "19" 14198652 14201848 "protein_coding" "19:p13.12"
"PRKACA" "19" 14202500 14228896 "protein_coding" "19:p13.12"
"ASF1B" "19" 14230321 14247768 "protein_coding" "19:p13.12"
"LPHN1" "19" 14260750 14316999 "protein_coding" "19:p13.12"
"CD97" "19" 14491313 14519537 "protein_coding" "19:p13.12"
"DDX39A" "19" 14519631 14530192 "protein_coding" "19:p13.12"
"PKN1" "19" 14543865 14582679 "protein_coding" "19:p13.12"
"PTGER1" "19" 14583278 14586174 "protein_coding" "19:p13.12"
"GIPC1" "19" 14588572 14606944 "protein_coding" "19:p13.12"
"DNAJB1" "19" 14625582 14640582 "protein_coding" "19:p13.12"
"TECR" "19" 14627897 14676792 "protein_coding" "19:p13.12"
"NDUFB7" "19" 14676890 14682874 "protein_coding" "19:p13.12"
"CLEC17A" "19" 14693896 14721969 "protein_coding" "19:p13.12"
"EMR3" "19" 14729929 14800839 "protein_coding" "19:p13.12"
"ZNF333" "19" 14800613 14844558 "protein_coding" "19:p13.12"
"AC090427.1" "19" 14834747 14835121 "protein_coding" "19:p13.12"
"EMR2" "19" 14843205 14889353 "protein_coding" "19:p13.12"
"OR7A5" "19" 14903302 14946188 "protein_coding" "19:p13.12"
"OR7C1" "19" 14909958 14911023 "protein_coding" "19:p13.12"
"OR7A10" "19" 14951760 14952689 "protein_coding" "19:p13.12"
"OR7A17" "19" 14991138 14992264 "protein_coding" "19:p13.12"
"OR7C2" "19" 15052301 15053260 "protein_coding" "19:p13.12"
"SLC1A6" "19" 15060846 15133802 "protein_coding" "19:p13.12"
"CCDC105" "19" 15121556 15134081 "protein_coding" "19:p13.12"
"CASP14" "19" 15160195 15169104 "protein_coding" "19:p13.12"
"OR1I1" "19" 15197791 15199032 "protein_coding" "19:p13.12"
"SYDE1" "19" 15218214 15225799 "protein_coding" "19:p13.12"
"ILVBL" "19" 15225795 15236596 "protein_coding" "19:p13.12"
"NOTCH3" "19" 15270444 15311792 "protein_coding" "19:p13.12"
"EPHX3" "19" 15337730 15344246 "protein_coding" "19:p13.12"
"BRD4" "19" 15347647 15443356 "protein_coding" "19:p13.12"
"AKAP8" "19" 15464196 15490609 "protein_coding" "19:p13.12"
"AKAP8L" "19" 15490859 15529952 "protein_coding" "19:p13.12"
"WIZ" "19" 15532319 15560762 "protein_coding" "19:p13.12"
"RASAL3" "19" 15562435 15575382 "protein_coding" "19:p13.12"
"PGLYRP2" "19" 15579456 15609767 "protein_coding" "19:p13.12"
"CYP4F22" "19" 15619304 15663128 "protein_coding" "19:p13.12"
"CYP4F3" "19" 15751707 15773635 "protein_coding" "19:p13.12"
"CYP4F12" "19" 15783567 15807984 "protein_coding" "19:p13.12"
"OR10H2" "19" 15838834 15839862 "protein_coding" "19:p13.12"
"OR10H3" "19" 15852203 15853153 "protein_coding" "19:p13.12"
"OR10H5" "19" 15904761 15905892 "protein_coding" "19:p13.12"
"OR10H1" "19" 15917817 15918936 "protein_coding" "19:p13.12"
"CYP4F2" "19" 15988833 16008930 "protein_coding" "19:p13.12"
"CYP4F11" "19" 16023177 16045677 "protein_coding" "19:p13.12"
"OR10H4" "19" 16059818 16060768 "protein_coding" "19:p13.12"
"TPM4" "19" 16177831 16213813 "protein_coding" "19:p13.12"
"RAB8A" "19" 16222439 16245044 "protein_coding" "19:p13.12"
"HSH2D" "19" 16244838 16269386 "protein_coding" "19:p13.12"
"CIB3" "19" 16272179 16284336 "protein_coding" "19:p13.12"
"FAM32A" "19" 16296191 16302857 "protein_coding" "19:p13.12"
"AP1M1" "19" 16308389 16346160 "protein_coding" "19:p13.11"
"KLF2" "19" 16435628 16438685 "protein_coding" "19:p13.11"
"EPS15L1" "19" 16466050 16582896 "protein_coding" "19:p13.11"
"CALR3" "19" 16589868 16607003 "protein_coding" "19:p13.11"
"CTD-3222D19.2" "19" 16589878 16739015 "protein_coding" "19:p13.11"
"C19orf44" "19" 16607122 16632163 "protein_coding" "19:p13.11"
"CHERP" "19" 16628700 16653341 "protein_coding" "19:p13.11"
"SLC35E1" "19" 16660642 16683193 "protein_coding" "19:p13.11"
"MED26" "19" 16685718 16739873 "protein_coding" "19:p13.11"
"CTC-429P9.4" "19" 16688453 16770926 "protein_coding" "19:p13.11"
"SMIM7" "19" 16741562 16771253 "protein_coding" "19:p13.11"
"TMEM38A" "19" 16771938 16800840 "protein_coding" "19:p13.11"
"NWD1" "19" 16830787 16928774 "protein_coding" "19:p13.11"
"SIN3B" "19" 16940211 16991164 "protein_coding" "19:p13.11"
"F2RL3" "19" 16999671 17003417 "protein_coding" "19:p13.11"
"CPAMD8" "19" 17003758 17137625 "protein_coding" "19:p13.11"
"HAUS8" "19" 17160539 17186435 "protein_coding" "19:p13.11"
"MYO9B" "19" 17186591 17325346 "protein_coding" "19:p13.11"
"USE1" "19" 17326155 17330638 "protein_coding" "19:p13.11"
"OCEL1" "19" 17337013 17340028 "protein_coding" "19:p13.11"
"NR2F6" "19" 17342692 17356749 "protein_coding" "19:p13.11"
"AC010646.3" "19" 17346749 17366257 "protein_coding" "19:p13.11"
"USHBP1" "19" 17359985 17393595 "protein_coding" "19:p13.11"
"BABAM1" "19" 17378159 17392058 "protein_coding" "19:p13.11"
"CTD-2278I10.6" "19" 17378227 17393775 "protein_coding" "19:p13.11"
"ANKLE1" "19" 17392454 17398455 "protein_coding" "19:p13.11"
"ABHD8" "19" 17402940 17421045 "protein_coding" "19:p13.11"
"MRPL34" "19" 17403418 17417652 "protein_coding" "19:p13.11"
"DDA1" "19" 17420327 17434110 "protein_coding" "19:p13.11"
"ANO8" "19" 17434032 17445638 "protein_coding" "19:p13.11"
"GTPBP3" "19" 17445729 17453544 "protein_coding" "19:p13.11"
"PLVAP" "19" 17462257 17488159 "protein_coding" "19:p13.11"
"BST2" "19" 17513748 17516457 "protein_coding" "19:p13.11"
"MVB12A" "19" 17516531 17544533 "protein_coding" "19:p13.11"
"TMEM221" "19" 17546318 17559376 "protein_coding" "19:p13.11"
"CTD-2521M24.10" "19" 17547420 17571613 "protein_coding" "19:p13.11"
"NXNL1" "19" 17566234 17571763 "protein_coding" "19:p13.11"
"SLC27A1" "19" 17579578 17616977 "protein_coding" "19:p13.11"
"PGLS" "19" 17622438 17632097 "protein_coding" "19:p13.11"
"FAM129C" "19" 17634110 17664648 "protein_coding" "19:p13.11"
"COLGALT1" "19" 17666403 17693971 "protein_coding" "19:p13.11"
"UNC13A" "19" 17712137 17799401 "protein_coding" "19:p13.11"
"MAP1S" "19" 17830051 17845325 "protein_coding" "19:p13.11"
"FCHO1" "19" 17858527 17899377 "protein_coding" "19:p13.11"
"B3GNT3" "19" 17905637 17923891 "protein_coding" "19:p13.11"
"INSL3" "19" 17927321 17932383 "protein_coding" "19:p13.11"
"JAK3" "19" 17935589 17958880 "protein_coding" "19:p13.11"
"RPL18A" "19" 17970685 17974962 "protein_coding" "19:p13.11"
"SLC5A5" "19" 17982782 18005983 "protein_coding" "19:p13.11"
"CCDC124" "19" 18043825 18054800 "protein_coding" "19:p13.11"
"KCNN1" "19" 18062102 18110889 "protein_coding" "19:p13.11"
"ARRDC2" "19" 18111941 18124911 "protein_coding" "19:p13.11"
"IL12RB1" "19" 18169805 18209754 "protein_coding" "19:p13.11"
"MAST3" "19" 18208603 18262502 "protein_coding" "19:p13.11"
"PIK3R2" "19" 18263928 18281350 "protein_coding" "19:p13.11"
"IFI30" "19" 18283972 18288927 "protein_coding" "19:p13.11"
"MPV17L2" "19" 18303992 18307758 "protein_coding" "19:p13.11"
"RAB3A" "19" 18307594 18314884 "protein_coding" "19:p13.11"
"PDE4C" "19" 18318771 18366229 "protein_coding" "19:p13.11"
"KIAA1683" "19" 18367908 18385319 "protein_coding" "19:p13.11"
"JUND" "19" 18390563 18392432 "protein_coding" "19:p13.11"
"LSM4" "19" 18417040 18434084 "protein_coding" "19:p13.11"
"PGPEP1" "19" 18451397 18480760 "protein_coding" "19:p13.11"
"GDF15" "19" 18485541 18499986 "protein_coding" "19:p13.11"
"LRRC25" "19" 18501954 18508427 "protein_coding" "19:p13.11"
"SSBP4" "19" 18529674 18545372 "protein_coding" "19:p13.11"
"ISYNA1" "19" 18545198 18549111 "protein_coding" "19:p13.11"
"ELL" "19" 18553473 18632937 "protein_coding" "19:p13.11"
"FKBP8" "19" 18642561 18654887 "protein_coding" "19:p13.11"
"KXD1" "19" 18668572 18680197 "protein_coding" "19:p13.11"
"UBA52" "19" 18682540 18688360 "protein_coding" "19:p13.11"
"CRLF1" "19" 18683030 18718551 "protein_coding" "19:p13.11"
"C19orf60" "19" 18699495 18703146 "protein_coding" "19:p13.11"
"TMEM59L" "19" 18718240 18731849 "protein_coding" "19:p13.11"
"KLHL26" "19" 18747775 18781309 "protein_coding" "19:p13.11"
"CRTC1" "19" 18794487 18893004 "protein_coding" "19:p13.11"
"COMP" "19" 18893583 18902123 "protein_coding" "19:p13.11"
"UPF1" "19" 18942747 18979045 "protein_coding" "19:p13.11"
"CERS1" "19" 18979361 19007536 "protein_coding" "19:p13.11"
"GDF1" "19" 18979361 19006905 "protein_coding" "19:p13.11"
"COPE" "19" 19010323 19030206 "protein_coding" "19:p13.11"
"AC002985.3" "19" 19017822 19045206 "protein_coding" "19:p13.11"
"DDX49" "19" 19030484 19039436 "protein_coding" "19:p13.11"
"HOMER3" "19" 19040010 19052070 "protein_coding" "19:p13.11"
"SUGP2" "19" 19101697 19144832 "protein_coding" "19:p13.11"
"ARMC6" "19" 19144384 19170563 "protein_coding" "19:p13.11"
"SLC25A42" "19" 19174808 19223697 "protein_coding" "19:p13.11"
"TMEM161A" "19" 19229978 19249322 "protein_coding" "19:p13.11"
"MEF2BNB-MEF2B" "19" 19256376 19302967 "protein_coding" "19:p13.11"
"MEF2B" "19" 19256377 19303400 "protein_coding" "19:p13.11"
"MEF2BNB" "19" 19287712 19303400 "protein_coding" "19:p13.11"
"RFXANK" "19" 19303008 19312678 "protein_coding" "19:p13.11"
"NR2C2AP" "19" 19312225 19314233 "protein_coding" "19:p13.11"
"NCAN" "19" 19322782 19363042 "protein_coding" "19:p13.11"
"HAPLN4" "19" 19366450 19373605 "protein_coding" "19:p13.11"
"TM6SF2" "19" 19375173 19384200 "protein_coding" "19:p13.11"
"SUGP1" "19" 19386827 19431653 "protein_coding" "19:p13.11"
"MAU2" "19" 19431490 19469563 "protein_coding" "19:p13.11"
"GATAD2A" "19" 19496635 19619740 "protein_coding" "19:p13.11"
"TSSK6" "19" 19623227 19626838 "protein_coding" "19:p13.11"
"NDUFA13" "19" 19626545 19644285 "protein_coding" "19:p13.11"
"YJEFN3" "19" 19627036 19648390 "protein_coding" "19:p13.11"
"CTC-260F20.3" "19" 19627036 19646885 "protein_coding" "19:p13.11"
"CILP2" "19" 19649057 19657468 "protein_coding" "19:p13.11"
"PBX4" "19" 19672522 19729725 "protein_coding" "19:p13.11"
"LPAR2" "19" 19734477 19739739 "protein_coding" "19:p13.11"
"GMIP" "19" 19740285 19754476 "protein_coding" "19:p13.11"
"ATP13A1" "19" 19756007 19774502 "protein_coding" "19:p13.11"
"ZNF101" "19" 19779605 19794318 "protein_coding" "19:p13.11"
"ZNF14" "19" 19821280 19843906 "protein_coding" "19:p13.11"
"ZNF506" "19" 19896648 19932560 "protein_coding" "19:p13.11"
"ZNF253" "19" 19976695 20005483 "protein_coding" "19:p13.11"
"ZNF93" "19" 20011722 20046384 "protein_coding" "19:p12"
"AC007204.1" "19" 20047769 20048639 "protein_coding" "19:p12"
"ZNF682" "19" 20107867 20150315 "protein_coding" "19:p12"
"ZNF90" "19" 20188803 20237885 "protein_coding" "19:p12"
"ZNF486" "19" 20278037 20311299 "protein_coding" "19:p12"
"ZNF737" "19" 20718631 20748615 "protein_coding" "19:p12"
"ZNF626" "19" 20802867 20844402 "protein_coding" "19:p12"
"ZNF66" "19" 20959110 20991922 "protein_coding" "19:p12"
"ZNF85" "19" 21106028 21133503 "protein_coding" "19:p12"
"ZNF430" "19" 21203426 21242856 "protein_coding" "19:p12"
"ZNF714" "19" 21264965 21308073 "protein_coding" "19:p12"
"ZNF431" "19" 21324827 21373034 "protein_coding" "19:p12"
"ZNF708" "19" 21473962 21512227 "protein_coding" "19:p12"
"ZNF738" "19" 21541732 21562104 "protein_coding" "19:p12"
"ZNF493" "19" 21579921 21610375 "protein_coding" "19:p12"
"CTD-2561J22.3" "19" 21587961 21674068 "protein_coding" "19:p12"
"ZNF429" "19" 21679484 21739072 "protein_coding" "19:p12"
"ZNF100" "19" 21905568 21950430 "protein_coding" "19:p12"
"ZNF43" "19" 21987752 22034927 "protein_coding" "19:p12"
"ZNF208" "19" 22115760 22193751 "protein_coding" "19:p12"
"ZNF257" "19" 22235254 22274282 "protein_coding" "19:p12"
"ZNF676" "19" 22361893 22379753 "protein_coding" "19:p12"
"ZNF729" "19" 22469210 22499978 "protein_coding" "19:p12"
"ZNF98" "19" 22573821 22715287 "protein_coding" "19:p12"
"ZNF492" "19" 22817126 22850472 "protein_coding" "19:p12"
"ZNF99" "19" 22939007 22966909 "protein_coding" "19:p12"
"ZNF728" "19" 23158270 23185978 "protein_coding" "19:p12"
"ZNF730" "19" 23258012 23330021 "protein_coding" "19:p12"
"ZNF724P" "19" 23404401 23433192 "protein_coding" "19:p12"
"ZNF91" "19" 23487793 23578362 "protein_coding" "19:p12"
"ZNF675" "19" 23708433 23870022 "protein_coding" "19:p12"
"ZNF681" "19" 23921997 23941693 "protein_coding" "19:p12"
"RPSAP58" "19" 23945807 24010937 "protein_coding" "19:p12"
"ZNF726" "19" 24097678 24127961 "protein_coding" "19:p12"
"ZNF254" "19" 24216276 24312654 "protein_coding" "19:p12"
"UQCRFS1" "19" 29698173 29704448 "protein_coding" "19:q12"
"VSTM2B" "19" 30017406 30055386 "protein_coding" "19:q12"
"POP4" "19" 30094924 30108144 "protein_coding" "19:q12"
"PLEKHF1" "19" 30155963 30166364 "protein_coding" "19:q12"
"C19orf12" "19" 30191721 30206364 "protein_coding" "19:q12"
"CCNE1" "19" 30302805 30315215 "protein_coding" "19:q12"
"URI1" "19" 30414551 30506611 "protein_coding" "19:q12"
"ZNF536" "19" 30719197 31204445 "protein_coding" "19:q12"
"AC020952.1" "19" 31640362 31640757 "protein_coding" "19:q12"
"TSHZ3" "19" 31765851 31840453 "protein_coding" "19:q12"
"ZNF507" "19" 32836500 32878573 "protein_coding" "19:q13.11"
"AC007773.3" "19" 32895915 32896466 "protein_coding" "19:q13.11"
"DPY19L3" "19" 32896449 32976801 "protein_coding" "19:q13.11"
"PDCD5" "19" 33071974 33078358 "protein_coding" "19:q13.11"
"ANKRD27" "19" 33087913 33167503 "protein_coding" "19:q13.11"
"RGS9BP" "19" 33166313 33169206 "protein_coding" "19:q13.11"
"NUDT19" "19" 33182867 33204702 "protein_coding" "19:q13.11"
"TDRD12" "19" 33210659 33320483 "protein_coding" "19:q13.11"
"SLC7A9" "19" 33321415 33360672 "protein_coding" "19:q13.11"
"CEP89" "19" 33369902 33462897 "protein_coding" "19:q13.11"
"C19orf40" "19" 33463115 33469128 "protein_coding" "19:q13.11"
"RHPN2" "19" 33469499 33555794 "protein_coding" "19:q13.11"
"GPATCH1" "19" 33571786 33621448 "protein_coding" "19:q13.11"
"WDR88" "19" 33622996 33666701 "protein_coding" "19:q13.11"
"LRP3" "19" 33668509 33698694 "protein_coding" "19:q13.11"
"SLC7A10" "19" 33699570 33716756 "protein_coding" "19:q13.11"
"CEBPA" "19" 33790840 33793470 "protein_coding" "19:q13.11"
"CEBPG" "19" 33864236 33873592 "protein_coding" "19:q13.11"
"PEPD" "19" 33877856 34012700 "protein_coding" "19:q13.11"
"CHST8" "19" 34112861 34264414 "protein_coding" "19:q13.11"
"KCTD15" "19" 34286838 34306668 "protein_coding" "19:q13.11"
"LSM14A" "19" 34663409 34720420 "protein_coding" "19:q13.11"
"KIAA0355" "19" 34745442 34846491 "protein_coding" "19:q13.11"
"GPI" "19" 34850385 34893061 "protein_coding" "19:q13.11"
"RP11-618P17.4" "19" 34887220 34900269 "protein_coding" "19:q13.11"
"PDCD2L" "19" 34895289 34917073 "protein_coding" "19:q13.11"
"UBA2" "19" 34919257 34960853 "protein_coding" "19:q13.11"
"WTIP" "19" 34971874 34997258 "protein_coding" "19:q13.11"
"SCGB2B2" "19" 35084234 35166604 "protein_coding" "19:q13.11"
"ZNF302" "19" 35168544 35177302 "protein_coding" "19:q13.11"
"ZNF181" "19" 35225060 35233777 "protein_coding" "19:q13.11"
"ZNF599" "19" 35248981 35264134 "protein_coding" "19:q13.11"
"ZNF30" "19" 35417807 35436074 "protein_coding" "19:q13.11"
"ZNF792" "19" 35447258 35454953 "protein_coding" "19:q13.11"
"GRAMD1A" "19" 35485688 35517375 "protein_coding" "19:q13.11"
"SCN1B" "19" 35521588 35531352 "protein_coding" "19:q13.12"
"HPN" "19" 35531410 35557475 "protein_coding" "19:q13.12"
"AC020907.1" "19" 35596873 35598141 "protein_coding" "19:q13.12"
"FXYD3" "19" 35606732 35615228 "protein_coding" "19:q13.12"
"LGI4" "19" 35615417 35633355 "protein_coding" "19:q13.12"
"FXYD1" "19" 35629712 35634013 "protein_coding" "19:q13.12"
"FXYD7" "19" 35634154 35645204 "protein_coding" "19:q13.12"
"FXYD5" "19" 35645633 35660786 "protein_coding" "19:q13.12"
"FAM187B" "19" 35715703 35719632 "protein_coding" "19:q13.12"
"LSR" "19" 35739233 35758867 "protein_coding" "19:q13.12"
"USF2" "19" 35759881 35770724 "protein_coding" "19:q13.12"
"HAMP" "19" 35771619 35776046 "protein_coding" "19:q13.12"
"MAG" "19" 35783028 35804707 "protein_coding" "19:q13.12"
"CD22" "19" 35810164 35838258 "protein_coding" "19:q13.12"
"FFAR1" "19" 35842445 35843367 "protein_coding" "19:q13.12"
"FFAR3" "19" 35849362 35851387 "protein_coding" "19:q13.12"
"GPR42" "19" 35861831 35863855 "protein_coding" "19:q13.12"
"FFAR2" "19" 35934809 35942669 "protein_coding" "19:q13.12"
"KRTDAP" "19" 35978226 35986460 "protein_coding" "19:q13.12"
"DMKN" "19" 35988122 36004560 "protein_coding" "19:q13.12"
"SBSN" "19" 36014269 36019253 "protein_coding" "19:q13.12"
"GAPDHS" "19" 36024314 36036218 "protein_coding" "19:q13.12"
"TMEM147" "19" 36036497 36038428 "protein_coding" "19:q13.12"
"ATP4A" "19" 36040945 36054560 "protein_coding" "19:q13.12"
"HAUS5" "19" 36103646 36116251 "protein_coding" "19:q13.12"
"RBM42" "19" 36119932 36128588 "protein_coding" "19:q13.12"
"ETV2" "19" 36132647 36135773 "protein_coding" "19:q13.12"
"COX6B1" "19" 36139125 36149763 "protein_coding" "19:q13.12"
"UPK1A" "19" 36157715 36169367 "protein_coding" "19:q13.12"
"ZBTB32" "19" 36195429 36207940 "protein_coding" "19:q13.12"
"KMT2B" "19" 36208921 36229779 "protein_coding" "19:q13.12"
"IGFLR1" "19" 36230058 36233354 "protein_coding" "19:q13.12"
"AD000671.6" "19" 36230153 36236333 "protein_coding" "19:q13.12"
"U2AF1L4" "19" 36233365 36236346 "protein_coding" "19:q13.12"
"PSENEN" "19" 36236015 36237911 "protein_coding" "19:q13.12"
"AC002398.9" "19" 36236579 36245420 "protein_coding" "19:q13.12"
"LIN37" "19" 36239262 36245420 "protein_coding" "19:q13.12"
"HSPB6" "19" 36245469 36248980 "protein_coding" "19:q13.12"
"C19orf55" "19" 36249044 36261930 "protein_coding" "19:q13.12"
"ARHGAP33" "19" 36265434 36279724 "protein_coding" "19:q13.12"
"PRODH2" "19" 36290890 36304201 "protein_coding" "19:q13.12"
"NPHS1" "19" 36316866 36360189 "protein_coding" "19:q13.12"
"KIRREL2" "19" 36346763 36358011 "protein_coding" "19:q13.12"
"APLP1" "19" 36358801 36370693 "protein_coding" "19:q13.12"
"NFKBID" "19" 36378555 36393205 "protein_coding" "19:q13.12"
"HCST" "19" 36393382 36395279 "protein_coding" "19:q13.12"
"TYROBP" "19" 36395303 36399197 "protein_coding" "19:q13.12"
"LRFN3" "19" 36426260 36436669 "protein_coding" "19:q13.12"
"SDHAF1" "19" 36486090 36487220 "protein_coding" "19:q13.12"
"SYNE4" "19" 36494209 36499695 "protein_coding" "19:q13.12"
"ALKBH6" "19" 36500022 36505141 "protein_coding" "19:q13.12"
"CLIP3" "19" 36505562 36524245 "protein_coding" "19:q13.12"
"THAP8" "19" 36525887 36545664 "protein_coding" "19:q13.12"
"WDR62" "19" 36545783 36596008 "protein_coding" "19:q13.12"
"OVOL3" "19" 36602104 36604613 "protein_coding" "19:q13.12"
"POLR2I" "19" 36604612 36606248 "protein_coding" "19:q13.12"
"TBCB" "19" 36605191 36616849 "protein_coding" "19:q13.12"
"CAPNS1" "19" 36630477 36641255 "protein_coding" "19:q13.12"
"COX7A1" "19" 36641824 36643771 "protein_coding" "19:q13.12"
"ZNF565" "19" 36673188 36737159 "protein_coding" "19:q13.12"
"ZNF146" "19" 36705504 36729676 "protein_coding" "19:q13.12"
"ZFP14" "19" 36827162 36870101 "protein_coding" "19:q13.12"
"ZFP82" "19" 36874022 36909558 "protein_coding" "19:q13.12"
"ZNF566" "19" 36936021 36980804 "protein_coding" "19:q13.12"
"ZNF260" "19" 37001597 37019562 "protein_coding" "19:q13.12"
"ZNF529" "19" 37025676 37096178 "protein_coding" "19:q13.12"
"ZNF382" "19" 37095719 37119499 "protein_coding" "19:q13.12"
"ZNF461" "19" 37128094 37157755 "protein_coding" "19:q13.12"
"ZNF567" "19" 37178514 37218603 "protein_coding" "19:q13.12"
"ZNF850" "19" 37205285 37263727 "protein_coding" "19:q13.12"
"CTD-2162K18.4" "19" 37264055 37267980 "protein_coding" "19:q13.12"
"ZNF790" "19" 37308330 37341689 "protein_coding" "19:q13.12"
"ZNF345" "19" 37341263 37403931 "protein_coding" "19:q13.12"
"ZNF829" "19" 37379026 37407193 "protein_coding" "19:q13.12"
"ZNF568" "19" 37407231 37489602 "protein_coding" "19:q13.12"
"ZNF420" "19" 37498759 37621216 "protein_coding" "19:q13.12"
"CTC-454I21.3" "19" 37583921 37701414 "protein_coding" "19:q13.12"
"ZNF585A" "19" 37597636 37663643 "protein_coding" "19:q13.12"
"ZNF585B" "19" 37672481 37709055 "protein_coding" "19:q13.12"
"ZNF383" "19" 37708828 37734828 "protein_coding" "19:q13.12"
"HKR1" "19" 37803739 37860267 "protein_coding" "19:q13.12"
"ZNF527" "19" 37861963 37883968 "protein_coding" "19:q13.12"
"ZNF569" "19" 37902057 37960177 "protein_coding" "19:q13.12"
"ZNF570" "19" 37958487 37976260 "protein_coding" "19:q13.12"
"ZNF793" "19" 37997841 38039664 "protein_coding" "19:q13.12"
"ZNF540" "19" 38042308 38104998 "protein_coding" "19:q13.12"
"ZNF571" "19" 38045684 38085673 "protein_coding" "19:q13.12"
"ZFP30" "19" 38104650 38183238 "protein_coding" "19:q13.12"
"ZNF781" "19" 38158652 38183223 "protein_coding" "19:q13.12"
"CTD-2528L19.4" "19" 38180766 38210089 "protein_coding" "19:q13.12"
"ZNF607" "19" 38187264 38210691 "protein_coding" "19:q13.12"
"ZNF573" "19" 38226734 38307940 "protein_coding" "19:q13.12"
"WDR87" "19" 38375463 38397317 "protein_coding" "19:q13.13"
"SIPA1L3" "19" 38397868 38699012 "protein_coding" "19:q13.13"
"DPF1" "19" 38701646 38720354 "protein_coding" "19:q13.2"
"SPINT2" "19" 38734675 38783254 "protein_coding" "19:q13.2"
"PPP1R14A" "19" 38741877 38747231 "protein_coding" "19:q13.2"
"CTB-102L5.4" "19" 38779791 38795550 "protein_coding" "19:q13.2"
"C19orf33" "19" 38794801 38795649 "protein_coding" "19:q13.2"
"YIF1B" "19" 38795753 38807913 "protein_coding" "19:q13.2"
"KCNK6" "19" 38810484 38819660 "protein_coding" "19:q13.2"
"CATSPERG" "19" 38826415 38861589 "protein_coding" "19:q13.2"
"PSMD8" "19" 38865176 38874464 "protein_coding" "19:q13.2"
"GGN" "19" 38874905 38878722 "protein_coding" "19:q13.2"
"SPRED3" "19" 38879061 38886881 "protein_coding" "19:q13.2"
"FAM98C" "19" 38893775 38899728 "protein_coding" "19:q13.2"
"RASGRP4" "19" 38899695 38916945 "protein_coding" "19:q13.2"
"RYR1" "19" 38924339 39078204 "protein_coding" "19:q13.2"
"MAP4K1" "19" 39078281 39109522 "protein_coding" "19:q13.2"
"EIF3K" "19" 39109735 39127595 "protein_coding" "19:q13.2"
"ACTN4" "19" 39138289 39222223 "protein_coding" "19:q13.2"
"CAPN12" "19" 39220827 39260544 "protein_coding" "19:q13.2"
"LGALS7" "19" 39261611 39264132 "protein_coding" "19:q13.2"
"LGALS7B" "19" 39279851 39282389 "protein_coding" "19:q13.2"
"LGALS4" "19" 39292311 39304004 "protein_coding" "19:q13.2"
"ECH1" "19" 39306062 39322645 "protein_coding" "19:q13.2"
"AC104534.3" "19" 39308111 39330818 "protein_coding" "19:q13.2"
"HNRNPL" "19" 39327028 39342987 "protein_coding" "19:q13.2"
"RINL" "19" 39358470 39368919 "protein_coding" "19:q13.2"
"SIRT2" "19" 39369197 39390502 "protein_coding" "19:q13.2"
"NFKBIB" "19" 39390340 39399533 "protein_coding" "19:q13.2"
"CTC-360G5.1" "19" 39399620 39402798 "protein_coding" "19:q13.2"
"SARS2" "19" 39405906 39440495 "protein_coding" "19:q13.2"
"CTC-360G5.8" "19" 39406044 39440495 "protein_coding" "19:q13.2"
"MRPS12" "19" 39421188 39423802 "protein_coding" "19:q13.2"
"FBXO17" "19" 39432044 39466550 "protein_coding" "19:q13.2"
"FBXO27" "19" 39481354 39523425 "protein_coding" "19:q13.2"
"PAPL" "19" 39574553 39602133 "protein_coding" "19:q13.2"
"PAK4" "19" 39616410 39673456 "protein_coding" "19:q13.2"
